"","id","sex1","cohort1","childeth","childrace","momeduc","dadeduc","income","foodstamp","houseassist","age1","age2","age3","age4","age5","age6","age7","age8","age9","age10","age11","edcon","y1ncT1","y1ncT2","y2ncT1","y2ncT2","y1dqdwfT1","y1dqdwfT2","y2dqdwfT1","y2dqdwfT2","age12","y1ef","RV_Scaled","BD_Scaled","In_Scaled","FSIQ","Percentile","PALS","y1temaraw","y1temaper","y1temascore","y2ef","y2temaraw","y2temaper","y2temascore","y1enumT1","y1enumT2","y1gnT1","y1gnT2","y1ptxT1","y1ptxT2","y1mbT1","y1mbT2","y1dqdaccT1","y1dqdaccT2","y1ocscoreT1","y1ocaccT1","y1ocscoreT2","y1ocaccT2","y1vcT1","y1vcT2","y1nvcT1","y1nvcT2","y1nrT1","y1nrT2","y1ck_allT1","y1ck_corT1","y1ck_rlT1","y1ck_peT1","y1ck_eT1","y1ck_allT2","y1ck_corT2","y1ck_rlT2","y1ck_peT2","y1ck_eT2","y1cqdT1","y1cqdT2","y2enumT1","y2enumT2","y2gnT1","y2gnT2","y2ptxT1","y2ptxT2","y2mbT1","y2mbT2","y2dqdaccT1","y2dqdaccT2","y2ocscoreT1","y2ocaccT1","y2ocscoreT2","y2ocaccT2","y2vcT1","y2vcT2","y2nvcT1","y2nvcT2","y2nrT1","y2nrT2","y2ck_allT1","y2ck_corT1","y2ck_rlT1","y2ck_peT1","y2ck_eT1","y2ck_allT2","y2ck_corT2","y2ck_rlT2","y2ck_peT2","y2ck_eT2","y2cqdT1","y2cqdT2"
"76",432,0,3,NA,NA,NA,NA,NA,NA,NA,41,"43","45","46",NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,"2.15",NA,NA,NA,NA,26,12,10,10,104,61,0,5.749,26.721,83.762,32.75,10.51,17.327,84.034,10,11,2,2,2.2675,1.7325,62.5,62.5,63.33,50,2.72,0.616713453,1.92,0.435327143,2,28.043,22.22222222,8.715,0,4.934,78.093,100,100,100,6.599,72.929,48.533,87.716,91.869,58.201,54.16666667,59.144,10.428,14.755,5.2,5.472,2.623,2.66,54.91,76.806,65.27,42.314,1.888,42.647,2.078,47.12,26.44,52.025,12.969,39.631,11.025,12.816,43.726,41.762,51.314,35.003,45.548,47.986,68.687,71.332,18.008,34.053,66.707,68.679
"77",438,0,1,"2","5","4","4","3","0","0",42,"43","44","46","46","47","54","55","58","59","59",2,"66.66666667","50","83.33333333","83.33333333","0.58","0.23","0.02","0.29","60",15,9,12,13,107,68,5,4,16,85,55,14,30,92,11,10,4,4,1.9675,2.3025,100,100,75,91.67,1.47,41.4084507,2.08,47.16044051,9,10,50,16.66666667,5,7,83.33333333,100,100,100,33.33333333,58.33333333,100,66.66666667,66.66666667,0,75,83.33333333,12,14,6,6,2.0175,3.2,50,87.5,100,90,1.66,37.64172336,2.83,64.1723356,14,3,33.33333333,66.66666667,9,13,41.66666667,33.33333333,100,33.33333333,0,50,33.33333333,33.33333333,66.66666667,66.66666667,96.42857143,85.71428571
"78",441,0,2,"2","6","4","2","4","0","0",50,"50","54","55","56","56","62","63","63","65","66",2,"100","83.33333333","100","100","0.04","0.25","0.39","0.21","68",48,10,4,10,85,16,10,12,37,95,54,22,42,97,15,20,6,6,2.865,3.2,100,87.5,96.67,93.33,3.58,81.17913832,3.58,81.17913832,15,29,16.66666667,75,7,10,50,100,100,0,0,58.33333333,66.66666667,66.66666667,0,100,75,83.33333333,20,20,6,6,2.55,2.8875,62.5,75,86.67,96.67,2.72,61.67134528,3.05,69.15353056,39,30,83.33333333,83.33333333,10,9,66.66666667,100,100,66.66666667,0,75,66.66666667,66.66666667,66.66666667,100,87.5,83.33333333
"79",458,0,2,"1","5","3","2",NA,"1","0",50,"51","54","55","56","56","62","63","63","66","66",1,"16.66666667","83.33333333","100","100","1.53","4.98","0.37","0.26","68",44,10,4,7,80,9,21,18,73,109,45,27,61,104,12,20,6,6,1.955,3.2225,100,87.5,60,56.67,2.03,46.03174603,3.58,81.17913832,13,33,18.18181818,58.33333333,11,15,45.45454546,100,66.66666667,0,33.33333333,50,66.66666667,66.66666667,0,66.66666667,70.83333333,58.33333333,14,20,6,6,2.87,2.95,62.5,62.5,86.67,93.33,2.94,66.6594688,3.24,73.46145541,14,29,75,25,15,15,41.66666667,100,0,0,66.66666667,91.66666667,66.66666667,100,100,100,75,54.16666667
"80",461,1,2,"2","3","3.5","3.5","3","0","0",47,NA,"50","52","52","53","58",NA,"59","62","63",1,"66.66666667","83.33333333","50","100","0.89",NA,"0.35","0.19","64",42,12,5,12,97,42,6,11,42,97,56,11,12,82,14,10,4,4,1.955,1.755,62.5,87.5,70,68.143,1.58,35.8276644,2.624,31.496,10,13,16.66666667,41.66666667,2,6,72.72727273,100,100,100,0,75,100,100,100,0,58.33333333,83.33333333,14,10,5,6,1.77,2.9725,75,75,90,96.67,3.74,84.79809976,2.11,47.84063917,10,14,25,50,9,8,33.33333333,33.33333333,0,0,100,91.66666667,100,100,100,66.66666667,94.824,87.5
"81",462,0,3,NA,NA,NA,NA,NA,NA,NA,45,"46","48","48","49","52","57","57","59","60","60",0,NA,NA,NA,"83.33333333","1.1",NA,"0.35","0.22","63",34,14,5,11,99,47,2,8,21,88,55,10,9,80,3,6,2,2,1.1475,1.4825,26.826,62.5,66.67,46.206,2.78,0.630317426,1.42,0.3219607,1,4,41.603,8.333333333,0,0,58.33333333,66.66666667,100,66.66666667,0,25,33.33333333,33.33333333,33.33333333,0,91.66666667,83.33333333,14,13,4,6,1.335,2.08,75,87.5,90,96.67,3.74,84.80725624,1.92,43.53741497,6,14,16.66666667,8.333333333,1,2,66.66666667,66.66666667,100,33.33333333,66.66666667,75,100,100,0,100,79.16666667,79.16666667
"82",464,0,1,NA,"5","3","3","3","0","0",48,"49","50","51","53","53","60","60","64","65","65",1,NA,NA,"100","50","3.38","1.17","1.95","0.03","66",15,10,6,11,92,30,11,3,5,75,55,12,8,79,3,12,2,2,2.665,2.195,87.5,62.5,54.17,62.5,2.05,57.74647887,2.19,49.65450227,4,9,33.33333333,8.333333333,1,1,75,100,100,66.66666667,33.33333333,58.33333333,66.66666667,66.66666667,100,0,29.16666667,70.83333333,12,12,6,6,2.365,3.2,100,87.5,63.33,90,2.86,64.85260771,3.11,70.52154195,13,12,25,35.065,3,7,58.33333333,33.33333333,66.66666667,33.33333333,100,33.33333333,33.33333333,0,0,100,85.71428571,82.14285714
"83",474,1,3,NA,NA,NA,NA,NA,NA,NA,49,"50","52","52","53","54","60","61","62","64","64",0,NA,"0","16.66666667","33.33333333",NA,NA,"1.51",NA,"67",18,13,9,8,99,47,5,4,5,75,43,7,2,70,4,15,1,2,1.2675,1.78,50,87.5,40,30,1.92,0.435327143,2.8,0.634852084,5,4,0,25,1,3,25,33.33333333,33.33333333,0,33.33333333,75,100,66.66666667,100,33.33333333,45.83333333,70.83333333,6,12,3,5,2.075,2.3875,100,100,60,53.33,2.49,56.46258503,1.97,44.67120181,12,12,16.66666667,33.33333333,6,7,50,66.66666667,66.66666667,33.33333333,33.33333333,75,100,100,100,0,58.33333333,58.33333333
"84",476,1,1,NA,NA,NA,NA,NA,NA,NA,47,"48","49","51","52","53","59","59","63","64","65",0,"100","66.66666667",NA,NA,"11","2.35",NA,"4.11","65",25,10,5,6,80,9,0,0,1,68,17,8,5,75,7,10,1,1,2.479,2.3525,50,62.5,54.17,58.33,3.05,69.16099773,1.58,35.82379616,3,14.37,2.935,43.007,2,2,72.72727273,100,100,100,0,83.33333333,100,100,100,33.33333333,45.83333333,41.66666667,13,10,2,2,1.6825,1.37,75,75,50,53.33,1.25,59.24,0.67,15.19274376,13,0,16.66666667,8.333333333,1,0,33.33333333,33.33333333,33.33333333,33.33333333,33.33333333,66.66666667,66.66666667,100,100,0,64.28571429,75
"85",488,0,3,"2","3","5","4","4","0","0",46,"47","49","50","52","53","58","58","60","62","62",2,"33.33333333","100","100","100","0.69","0.46","0.33","0.21","64",45,12,8,13,105,63,23,16,75,110,46,26,70,108,10,12,6,6,1.67,1.7325,75,62.5,73.33,83.33,3.66,0.829842367,2.3,0.52148564,13,12,41.66666667,41.66666667,4,10,50,100,66.66666667,33.33333333,0,58.33333333,66.66666667,33.33333333,33.33333333,100,25,100,12,12,6,6,2.3175,2.24,75,62.5,90,96.67,2.99,67.80045352,3.91,88.66213152,12,12,25,33.33333333,10,10,66.66666667,100,100,0,66.66666667,58.33333333,100,100,0,33.33333333,83.33333333,95.83333333
"86",499,1,1,"2","5","3","2","2","0","0",42,"44","44","46","47","48","54","54","58","59","59",1,"100","50","83.33333333","100",NA,"0.39","0.97","0.18","60",15,8,5,7,79,8,4,3,7,78,27,13,25,90,2,11,2,2,1.589,2.9375,83.237,50,50,83.33,2,45.35147392,2.28,51.69509825,6,1,10.643,8.333333333,2,5,75,100,100,100,0,75,100,100,100,0,50,70.83333333,15,16,6,6,2.04,3.2,62.5,62.5,70,96.67,3.66,82.99319728,2.03,46.03174603,29,13,8.333333333,33.33333333,8,10,75,100,100,100,0,41.66666667,33.33333333,33.33333333,33.33333333,66.66666667,71.42857143,85.71428571
"87",500,1,3,NA,NA,NA,NA,NA,NA,NA,42,"42","44","45","46","48","53","54","55","57","57",0,NA,NA,NA,"0",NA,"5.37","0.46","0.6","60",15,10,9,10,98,45,1,3,7,78,25,4,2,70,0,0,1,2,2.3025,2.915,50,62.5,43.33,53.33,2.41,0.546426258,2.72,0.616713453,1,3,0,33.33333333,1,1,66.66666667,66.66666667,100,100,0,50,66.66666667,33.33333333,33.33333333,66.66666667,45.83333333,50,2,2,2,4,1.9825,2.3525,50,62.5,83.33,76.67,2.16,48.97959184,2.86,64.85260771,1,7,16.66666667,33.33333333,1,3,33.33333333,33.33333333,33.33333333,0,66.66666667,66.66666667,100,33.33333333,33.33333333,100,66.66666667,83.33333333
"88",501,1,2,"2","5","3.5","3.5","4","0","0",41,"42","45","46","46","47","52","53","53","55","56",1,"50","66.66666667","66.66666667","50","1.04",NA,"0.21","1.7","58",44,9,10,12,101,53,2,2,8,79,16,13,37,95,4,13,2,3,1.2325,1.9675,87.5,62.5,66.67,50,3.61,81.85941043,3.66,82.99319728,4,10,8.333333333,16.66666667,3,4,75,100,100,100,0,58.33333333,100,66.66666667,66.66666667,0,50,50,13,13,6,6,2.1,2.8875,62.5,37.5,96.67,60,2.49,56.45648888,2.03,46.02677607,10,13,41.66666667,16.66666667,4,5,66.66666667,100,100,66.66666667,0,75,66.66666667,66.66666667,66.66666667,100,87.5,79.16666667
"89",517,0,1,"2","5","3","4",NA,"0","0",42,"43","44","46","47","48","54","56","58","59","60",2,NA,"16.66666667","50","0",NA,NA,"1.12",NA,"60",30,9,11,12,104,61,2,6,16,85,45,9,12,82,2,7,2,3,2.462,3.285,75.05,85.487,82.243,78.85,3.45,93.758,2,68.01619433,1,4,24.607,52.754,0,4,77.849,50,100,100,61.2,46.265,27.042,52.863,43.91,60.942,57.109,65.111,7,11,5,6,2.615,2.5525,50,37.5,66.67,33.33,3.61,81.85941043,2.41,54.64852608,5,7,8.333333333,8.333333333,2,3,41.66666667,66.66666667,0,33.33333333,66.66666667,33.33333333,66.66666667,66.66666667,0,0,71.42857143,71.42857143
"90",521,1,1,"2","5","4","4","3","0","0",43,"44","45","47","48","49","55","57","59","60","61",2,"16.66666667","83.33333333","83.33333333","100","2.05",NA,"0.03","0.2","61",22,6,13,11,100,50,18,8,30,92,57,23,73,109,3,14,3,6,2.33,2.7225,50,50,58.33,76.871,3.66,82.99319728,2.19,49.65450227,1,12,16.66666667,25,7,9,66.66666667,100,100,66.66666667,0,66.66666667,100,100,66.66666667,0,29.16666667,45.83333333,9,15,6,6,2.615,3.2,50,50,100,96.67,2.36,53.51473923,1.58,35.8276644,13,29,50,58.33333333,10,11,75,100,100,100,0,41.66666667,66.66666667,66.66666667,0,33.33333333,78.57142857,85.71428571
"91",539,1,2,"2","5","3.5","3.5","3","0","0",46,"47","51","51","52","53","58","58","63","61","62",1,"50","33.33333333","16.66666667","50",NA,NA,"0.71","0.28","64",15,7,7,7,80,9,25,6,12,82,15,23,61,104,12,15,1,3,1.1475,1.745,62.5,50,43.33,50,1.63,36.96145125,1.92,43.53741497,8,5,0,41.66666667,15,8,75,100,100,100,0,75,100,100,100,0,75,41.66666667,13,12,6,6,2.55,2.865,62.5,50,73.33,93.33,1.92,43.53271432,3.24,73.46145541,12,13,25,66.66666667,12,10,66.66666667,100,66.66666667,100,0,50,33.33333333,33.33333333,100,33.33333333,75,79.16666667
"92",543,0,3,"2","5","3.5","2","1","1","0",49,"49","51","52","53","55","60","61","62","64","64",1,"66.66666667","33.33333333","50","83.33333333",NA,"5.04","0.63","0.02","67",45,13,9,7,97,42,21,15,58,103,55,23,47,99,12,12,3,6,1.4825,1.6825,50,50,50,56.67,2.99,0.677931332,2,0.453465774,7,12,8.333333333,41.66666667,4,7,66.66666667,100,100,66.66666667,0,75,100,66.66666667,100,33.33333333,66.66666667,33.33333333,20,20,6,6,2.665,2.58,75,50,76.67,100,2.16,48.97959184,3.58,81.17913832,15,29,58.33333333,41.66666667,11,13,58.33333333,66.66666667,66.66666667,100,0,75,100,100,100,0,79.16666667,66.66666667
"93",544,0,1,"2","5","5","4","4","0","0",47,"48","49","51","52","53","59","60","63","64","65",2,"100","83.33333333","83.33333333","66.66666667","0.41",NA,"0.54","2.66","65",35,13,8,9,99,47,9,7,16,85,56,10,9,80,12,7,1,4,2.865,2.965,75,100,83.33,50,2.78,63.03854875,3.58,81.17037357,8,10,25,8.333333333,2,2,75,100,100,100,0,50,100,100,0,0,37.5,62.5,12,15,5,6,2.3525,2.865,100,100,80,56.67,2.36,53.51473923,1.97,44.67120181,10,14,33.33333333,16.66666667,7,8,41.66666667,33.33333333,66.66666667,0,66.66666667,58.33333333,100,66.66666667,0,66.66666667,82.14285714,92.85714286
"94",548,1,2,"2","2","4","5","1","1","0",47,"48","50","52","52",NA,NA,NA,NA,NA,NA,2,"66.66666667","100",NA,NA,"0.22","0.02",NA,NA,NA,46,10,12,10,103,58,24,14.204,53.135,102.919,68.394,25.226,63.624,104.295,14,14,6,6,2.1025,3.2,87.5,87.5,93.33,100,2.83,64.1723356,2.83,64.1723356,14,14,33.33333333,58.33333333,9,11,75,100,100,100,0,75,100,100,33.33333333,66.66666667,87.5,91.66666667,11.042,11.685,3.851,5.405,2.111,2.358,57.423,94.782,71.203,44.828,3.975,91.393,3.862,87.566,21.687,44.932,39.417,18.458,3.98,11.186,66.779,80.44,86.196,65.73,33.371,53.847,61.469,55.522,67.3,23.962,71.463,77.5
"95",556,0,3,"2","6","3.5","3.5","3","0","0",49,"50","52","52","54","56","61","61","63","65","66",1,"83.33333333","83.33333333","100","100","0.03","0.01","0.34","0.22","67",46,12,7,14,105,63,22,17,68,107,23,27,61,104,12,20,6,6,2.8875,2.8875,87.5,75,100,100,2.11,0.478406392,1.69,0.383178579,20,20,50,50,10,9,75,100,100,100,0,66.66666667,66.66666667,66.66666667,66.66666667,66.66666667,83.33333333,75,20,20,6,6,2.95,2.28,37.5,25,90,96.67,2.99,67.80045352,3.58,81.17913832,29,39,58.33333333,41.66666667,12,11,66.66666667,100,100,0,66.66666667,100,100,100,100,100,79.16666667,83.33333333
"96",562,0,3,"1",NA,"3.5","3.5","1",NA,"0",42,"43","45","46","46","48",NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,"2.41",NA,NA,NA,24,10,10,9,98,45,0,3,7,78,49.072,8.934,12.207,82.201,0,3,0,1,1.865,0.535,62.5,87.5,50,56.67,1.63,0.369574606,2.75,0.623515439,1,4,25,50,0,0,66.66666667,100,66.66666667,100,0,83.33333333,66.66666667,100,100,66.66666667,54.16666667,54.16666667,12.237,18.433,5.509,5.472,1.928,2.497,81.666,37.722,72.57,70.101,3.522,77.849,3.307,74.979,23.792,54.321,22.188,30.218,9.927,11.118,56.909,87.813,61.089,75.626,3.428,64.412,37.426,83.697,86.287,50.364,69.908,76.48
"97",563,0,2,"2","5","3.5","3","2","1","0",45,"46","50","50","51","52","57","57","58","60","61",1,NA,NA,"50","83.33333333",NA,"0.35","0.65","0.35","63",15,8,15,6,97,42,0,3,5,75,37,23,61,104,8.118,9.766,3.282,4,2.2675,2.33,87.5,100,40,90,3.91,88.66213152,2.8,63.49206349,0,7.211,16.66666667,25,0,3.386,75,100,100,100,0,75,100,100,100,0,29.16666667,54.16666667,10,13,2,6,2.69,3.2,100,87.5,76.67,90,2.03,46.02677607,3.91,88.65255884,11,12,66.66666667,50,4,9,75,100,100,100,0,83.33333333,100,66.66666667,100,66.66666667,79.16666667,70.83333333
"98",566,1,3,"2","5","3.5","5","5","0","0",49,"49","51","53","53","54","61","61","62","64","64",2,"83.33333333","100","100","100","0.04","0.27","0.2","0.2","67",44,12,11,8,100,50,7,21,82,114,47,25,55,102,12,12,6,6,2.325,2.3025,50,50,96.67,93.33,2.83,0.64165407,3.66,0.829842367,13,12,33.33333333,25,12,12,33.33333333,33.33333333,33.33333333,33.33333333,33.33333333,50,33.33333333,66.66666667,33.33333333,66.66666667,83.33333333,83.33333333,20,15,6,6,2.6375,2.9375,62.5,75,96.67,96.67,2.99,67.80045352,3.66,82.99319728,29,33,58.33333333,50,14,14,50,66.66666667,100,0,33.33333333,50,100,0,0,100,87.5,95.83333333
"99",573,0,1,NA,NA,"3","5","2","0","0",50,"51","52","54","55","55",NA,NA,NA,NA,NA,2,"50","83.33333333",NA,NA,"0.03","0.2",NA,NA,NA,52,9,9,10,94,34,25,12,37,95,38.089,18.945,21.888,89.851,13,20,4,6,1.67,2.04,63.634,62.5,100,91.67,3.58,81.17913832,2.05,46.48024185,10,24,16.66666667,41.66666667,4,5,41.66666667,66.66666667,100,0,0,75,100,100,100,0,95.83333333,91.66666667,16.085,14.223,4.264,5.108,2.825,2.713,87.643,51.531,71.769,67.094,2.797,62.308,3.726,84.477,20.598,27.569,23.75,27.061,4.725,7.644,54.915,58.373,50.317,54.896,57.062,45.487,67.026,32.651,32.299,50.275,55.963,79.59
"100",583,0,2,"2","5","4","4","4","0","0",41,"42","45","46","46","47","52","53","53","55","56",2,NA,"66.66666667","66.66666667","66.66666667","0.79","0.28","0.2","0.49","58",45,17,13,13,126,96,8,14,84,115,55,10,23,89,10,10,6,6,1.83,3.035,75,75,73.33,93.33,2.16,48.97959184,2.78,63.03854875,13,10,8.333333333,50,0,5,75,100,100,100,0,75,100,100,0,100,58.33333333,41.66666667,13,14,6,6,2.27,3.2,50,87.5,96.67,80,2.19,49.65450227,2.8,63.48520838,10,14,25,41.66666667,8,6,50,100,100,0,0,50,66.66666667,33.33333333,0,100,83.33333333,87.5
"101",585,0,1,NA,"3","3","3","1","0","0",43,"44","45","47","48","49","55","43","58","60","61",1,NA,NA,"33.33333333",NA,NA,"9.53",NA,"8.62","61",15,6,6,6,74,4,1,0,2,70,29,6,4,74,3,1,1,1,1.67,1.455,65.174,87.5,45.83,32.763,1.5,34.01360544,1.42,38.79276701,4,3,16.66666667,22.261,2.737,1,75,100,100,100,0,75,100,66.66666667,66.66666667,66.66666667,50,58.33333333,1,7,1,4,2.16,2.38,62.5,50,43.33,53.33,1.92,43.53741497,2.78,63.03854875,8,6,25,0,14,2,50,66.66666667,33.33333333,33.33333333,66.66666667,41.66666667,66.66666667,33.33333333,33.33333333,33.33333333,42.85714286,53.57142857
"102",588,0,3,"3","6","2","2","1","1","0",51,"51","53","53","54","56","62","62","63","65","65",1,NA,"66.66666667","83.33333333","66.66666667","1.56","2","0.28","2.95","68",25,7,5,8,78,7,3,4,5,75,32,10,5,75,8,8,2,2,2.1025,1.7325,62.5,62.5,60,53.33,2.11,0.478406392,1.97,0.446663788,7,8,0,16.66666667,1,3,33.33333333,0,33.33333333,0,100,66.66666667,100,33.33333333,100,33.33333333,78.843,58.33333333,11,10,3,6,1.9675,2.365,50,62.5,93.33,56.67,2.94,66.66666667,2.16,48.97959184,1,15,41.66666667,50,5,5,36.36363636,0,66.66666667,0,66.66666667,58.33333333,100,66.66666667,0,66.66666667,91.66666667,58.33333333
"103",592,1,3,"2","5","3","3",NA,"1","0",44,"45","48","48","49","50","56","56","58","60","61",1,NA,NA,"33.33333333","66.66666667","2.13","5.29","1.84","2.31","63",15,8.962,6.637,6.908,80.594,5.828,21.365,0,2,70,45,10,9,80,2,3,0,0,1.915,2.33,75,50,56.67,53.33,2.03,0.460267761,3.05,0.691535306,1,2,0,16.66666667,1,1,58.33333333,100,66.66666667,33.33333333,33.33333333,33.33333333,50,50,0,50,37.5,41.66666667,2,5,2,5,1.6825,2.3025,37.5,75,56.67,56.67,3.61,81.85941043,1.97,44.67120181,1,5,14.905,25,4,6,14.28571429,50,0,0,0,41.66666667,66.66666667,66.66666667,0,33.33333333,66.66666667,54.16666667
"104",596,0,2,"2","5","4","4","4","0","0",40,"42","44","45","45","46","52","52","54","56","57",2,"100","66.66666667","83.33333333","100","0.64","0.5","0.38","0.02","57",18,10,6,8,86,18,26,11,63,105,43,13,37,95,15,15,3,4,2.6375,2.3525,75,75,73.33,80,3.61,81.85941043,2.75,62.35827664,2,6,0,16.66666667,7,9,41.66666667,100,66.66666667,0,0,41.66666667,33.33333333,100,33.33333333,0,79.16666667,83.33333333,20,20,6,6,2.3,2.95,100,62.5,86.67,100,2.91,65.97927014,2.75,62.35154394,20,27,75,58.33333333,14,12,66.66666667,100,100,0,66.66666667,66.66666667,66.66666667,33.33333333,66.66666667,100,83.33333333,87.5
"105",597,1,1,NA,"5","3","3","3","1","0",41,"41","43","44","45","46","52","53","55","57","58",1,"100","16.66666667","33.33333333",NA,"2.35",NA,NA,"2.87","59",24,9,9,7,88,21,0,3,12,82,46,9,19,87,1,2,2,2,1.946,2.615,85.71428571,49.742,58.33,93.102,2.8,63.49206349,4.41,99.9892032,2,3,18.18181818,33.33333333,2,2,66.66666667,100,100,66.66666667,0,75,100,100,66.66666667,33.33333333,41.66666667,50,9,14,2,4,2.95,2.0175,87.5,87.5,53.33,60,2.99,67.80045352,2.19,49.65986395,9,16,8.333333333,41.66666667,2,1,66.66666667,100,100,66.66666667,0,50,100,66.66666667,0,33.33333333,46.42857143,60.71428571
"106",602,1,2,"2","5","5","5","1","1","0",48,"49","52","53","54","55","60","61","62","63","64",2,"100","100","100","100","0.02","0.03","0.02","0.27","66",55,15,19,14,142,99.7,25,34,99,133,68,48,99,135,20,20,6,6,2.33,3.2,87.5,100,100,100,2.44,55.32879819,3.58,81.17913832,40,10,41.66666667,50,14,15,66.66666667,66.66666667,100,100,0,66.66666667,100,66.66666667,0,100,83.33333333,75,20,20,6,6,3.54,3.535,100,100,100,93.33,2.99,67.79313323,3.24,73.46145541,60,100,83.33333333,66.66666667,15,15,91.66666667,100,100,100,66.66666667,100,100,100,100,100,91.66666667,95.83333333
"107",604,0,3,"1","5","1","2","1","1","0",46,"46","48","49","50","52","58","58","59","61","61",1,NA,"50","50","33.33333333","1.95","0.5","0.51","0.62","64",47,13,8,10,100,50,10,7,16,85,48,12,14,84,4,14,0,2,1.46,2.0175,62.5,87.5,63.33,83.33,2.86,0.648456057,3.61,0.818505722,2,10,0,8.333333333,1,4,25,33.33333333,0,0,66.66666667,41.66666667,33.33333333,33.33333333,66.66666667,33.33333333,87.5,79.16666667,10,15,4,6,2.6375,1.4825,62.5,75,80,76.67,2.83,64.1723356,2.28,51.70068027,5,12,8.333333333,16.66666667,4,7,66.66666667,66.66666667,100,100,0,66.66666667,100,100,66.66666667,0,87.5,75
"108",608,1,3,"2","5","3.5","3.5","2","0","0",46,"47","50","50","51","52","58","58","59","62","62",1,"50","83.33333333","100","100","0.4","0.21","0.2","0.04","65",44,14,12,13,121,92,20,29,98,130,55,26,70,108,13,17,6,6,2.6375,2.8875,50,87.5,86.67,96.67,2.91,0.659792701,1.92,0.435327143,14,29,16.66666667,41.66666667,9,15,66.66666667,66.66666667,100,33.33333333,66.66666667,75,100,66.66666667,100,33.33333333,79.16666667,91.66666667,20,20,6,6,2.865,2.0525,75,87.5,96.67,96.67,3.08,69.84126984,4.41,100,59,79,66.66666667,33.33333333,15,14,91.66666667,66.66666667,100,100,100,91.66666667,100,100,100,66.66666667,91.66666667,95.83333333
"109",620,0,1,"3","2","5","5","3","0","0",46,"47","47","50","50","51","58","58","61","62","63",2,"66.66666667","50","66.66666667","83.33333333","0.56","0.65","0.21","0.02","64",44,14,6,7,92,30,20,4,6,77,45,15,25,90,12,10,2,2,2.0175,1.865,65.675,50,75,75,2.38,53.96825397,2.75,62.35154394,11,4,8.333333333,8.333333333,3,5,75,100,100,100,0,66.66666667,100,66.66666667,100,0,87.5,75,13,20,6,6,2.58,2.8875,75,50,96.67,100,1.36,30.83900227,1.47,33.33333333,9,20,33.33333333,33.33333333,9,11,75,100,100,100,0,75,100,100,100,0,89.28571429,92.85714286
"110",624,1,2,"2","5","4","4","4","0","0",50,"51","54","55","56","57","62","63","63","65","66",2,"66.66666667","100","100","100","0.59","0.35","0.32","0.04","68",45,11,10,13,109,73,21,15,42,97,48,26,58,103,12,15,6,6,2.6025,2.6375,100,62.5,80,90,2.88,65.30612245,3.08,69.84126984,15,10,16.66666667,0,10,9,72.72727273,66.66666667,100,66.66666667,50,57.624,80.961,93.796,52.254,6.407,87.5,83.33333333,6,20,6,6,3.25,2.865,62.5,50,90,96.67,2.83,64.16540704,2.8,63.48520838,29,29,50,66.66666667,11,11,66.66666667,100,100,66.66666667,0,100,100,100,100,100,75,100
"111",629,0,1,"1","7","2","2","1","1","0",44,"45","46","48",NA,NA,"56","56","59","60","61",1,NA,NA,NA,NA,NA,"40.09","0.26","0.6","62",15,4,9,4,73,4,1,1.171,2.788,73.909,15,9,12,82,0,12,0,1,1.0625,2.7,66.764,70.493,50,54.17,3.062,21.762,0.5,11.33664435,5,17.238,8.333333333,24.912,0,1.286,75,100,100,100,0,66.737,53.721,72.69,91.335,48.318,45.83333333,47.241,3,14,2,1,2.08,2.7,75,75,93.33,76.6,2.83,64.1723356,1.36,30.83900227,9,14,16.66666667,50,1,1,50,66.66666667,33.33333333,33.33333333,66.66666667,66.66666667,100,100,66.66666667,0,67.85714286,82.14285714
"112",633,0,3,"2","3","3.5","3.5","1","1","0",47,"47","50","50","51","53","59","59","60","62","63",1,NA,"100","83.33333333","100",NA,"0.56","0.3","0.27","65",27,14,11,11,114,82,19,11,42,97,45,16,30,92,3,6,5,5,1.955,1.67,50,50,43.33,80,1.92,0.435327143,2.22,0.503347009,0,8,10,16.66666667,0,10,76.311,100,100,100,0,66.66666667,66.66666667,66.66666667,100,33.33333333,91.66666667,45.83333333,13,12,6,6,3.2225,2.3525,50,75,93.33,93.33,2.83,64.1723356,2.83,64.1723356,12,12,33.33333333,41.66666667,10,12,58.33333333,100,66.66666667,33.33333333,33.33333333,58.33333333,33.33333333,66.66666667,66.66666667,66.66666667,87.5,87.5
"113",635,0,1,"3","5","4","5","4","0","0",48,"49","49","52","53","53","59","60","63","64","65",2,"50","80","100","100","1.88","5.35","0.52","0.34","66",56,14,18,12,133,99,26,20,87,117,53,31,75,110,12,14,6,6,2.865,3.2,62.5,62.5,54.17,54.17,1.97,44.67120181,3.55,80.49017491,12,19,41.66666667,58.33333333,12,10,75,100,100,66.66666667,33.33333333,66.66666667,66.66666667,100,100,0,41.66666667,75,20,20,6,6,2.5525,2.865,100,87.5,80,90,2.78,63.03854875,2.72,61.67800454,59,100,50,41.66666667,15,14,83.33333333,100,33.33333333,100,100,91.66666667,100,100,100,66.66666667,92.85714286,85.71428571
