"","id","sex1","cohort1","childeth","childrace","momeduc","dadeduc","income","foodstamp","houseassist","age1","age2","age3","age4","age5","age6","age7","age8","age9","age10","age11","edcon","y1ncT1","y1ncT2","y2ncT1","y2ncT2","y1dqdwfT1","y1dqdwfT2","y2dqdwfT1","y2dqdwfT2","age12","y1ef","RV_Scaled","BD_Scaled","In_Scaled","FSIQ","Percentile","PALS","y1temaraw","y1temaper","y1temascore","y2ef","y2temaraw","y2temaper","y2temascore","y1enumT1","y1enumT2","y1gnT1","y1gnT2","y1ptxT1","y1ptxT2","y1mbT1","y1mbT2","y1dqdaccT1","y1dqdaccT2","y1ocscoreT1","y1ocaccT1","y1ocscoreT2","y1ocaccT2","y1vcT1","y1vcT2","y1nvcT1","y1nvcT2","y1nrT1","y1nrT2","y1ck_allT1","y1ck_corT1","y1ck_rlT1","y1ck_peT1","y1ck_eT1","y1ck_allT2","y1ck_corT2","y1ck_rlT2","y1ck_peT2","y1ck_eT2","y1cqdT1","y1cqdT2","y2enumT1","y2enumT2","y2gnT1","y2gnT2","y2ptxT1","y2ptxT2","y2mbT1","y2mbT2","y2dqdaccT1","y2dqdaccT2","y2ocscoreT1","y2ocaccT1","y2ocscoreT2","y2ocaccT2","y2vcT1","y2vcT2","y2nvcT1","y2nvcT2","y2nrT1","y2nrT2","y2ck_allT1","y2ck_corT1","y2ck_rlT1","y2ck_peT1","y2ck_eT1","y2ck_allT2","y2ck_corT2","y2ck_rlT2","y2ck_peT2","y2ck_eT2","y2cqdT1","y2cqdT2"
"1",100,1,1,"2","3","3","3","2","1","0",41,"42","43","45","46","47",NA,NA,"57",NA,NA,1,NA,"16.66666667",NA,NA,"1.03","196832221.4",NA,NA,"59",18,14,9,13,112,79,24,10,50,100,47,15,50,100,12,14,6,6,1.705,1.6825,100,97.448,66.67,54.17,2.03,46.03174603,3.05,69.16099773,10,14,27.27272727,66.66666667,7.336,12,45.732,40.741,52.281,43.986,45.381,50,100,33.33333333,66.66666667,0,70.421,70.83333333,9.158,14.034,4.273,5.187,1.624,2.584,39.189,70.78,87.954,98.432,3.194,72.615,3.345,75.86,14.624,22.392,46.035,52.989,10.273,10.811,61.221,95.653,32.627,50.948,64.792,54.642,57.143,85.566,33.077,45.552,77.121,78.636
"2",116,1,1,NA,"3","3.5","3.5","2","0","0",41,"42","43","45","46","46","53","53","58","58","59",1,NA,"50","100","83.33333333","0.76","0.62","0.29","0.28","59",43,13,11,11,110,75,17,9,45,98,56,31,95,125,13,12,2,5,2.0675,2.3525,87.5,50,70.83,75,3.91,88.66213152,3.954,79.88,12,14,16.66666667,8.333333333,1,7,58.33333333,66.66666667,66.66666667,33.33333333,66.66666667,33.33333333,0,100,33.33333333,0,58.33333333,83.33333333,20,20,6,6,2.3175,2.2675,87.5,75,90,93.33,3.61,81.85941043,3.55,80.49886621,38,100,50,75,15,15,75,100,100,100,0,91.66666667,100,100,100,66.66666667,85.71428571,89.28571429
"3",133,1,1,"2","3",NA,NA,"2","0","0",48,"49","50","52","52","53","59","60",NA,NA,NA,0,"33.33333333","50","66.66666667",NA,NA,"4.48",NA,NA,NA,37,7,10,7,85,16,23,11,42,97,42.652,23.365,61.498,107.243,14,15,2,6,0.5,1.9825,87.5,50,45.83,54.17,2.94,66.66666667,0.83,33.32695985,10,14,25,20,5,12,83.33333333,66.66666667,100,100,66.66666667,41.66666667,0,100,33.33333333,33.33333333,66.66666667,58.33333333,20,16.421,6,5.921,2.865,2.955,50,93.611,43.33,63.016,2.05,46.48526077,2.975,67.458,49,44.667,16.66666667,34.388,15,13.671,66.66666667,100,66.66666667,66.66666667,33.33333333,33.051,61.555,41.929,14.229,14.109,67.85714286,68.925
"4",135,1,3,"1","5","3","3","3","0","0",43,"44","46","48","49","49","55","55","56","58","58",1,"33.33333333","50","16.66666667","33.33333333","1.74",NA,"1.73",NA,"61",16,10,9,7,91,27,14,3,7,78,42,12,23,89,10,14,0,3,0.808,1.705,62.5,62.5,60,50,1.25,0.283416109,1.92,0.435327143,7,0,8.592,8.333333333,3,2,57.14285714,100,100,0,50,50,100,66.66666667,33.33333333,0,37.5,50,12,12,3,6,2.3525,2.04,62.5,62.5,56.67,43.33,3.58,81.17913832,4.41,100,12,13,25,41.66666667,6,9,58.33333333,66.66666667,33.33333333,100,33.33333333,75,100,66.66666667,66.66666667,66.66666667,83.33333333,50
"5",137,1,2,"2","5","3.5","3.5","1","1","0",44,"45","49","50","50","51","56","57","57","59","60",1,NA,"50",NA,"50","2.3","1.94","1.37","0.8","63",15,14,5,9,94,34,18,7,16,85,30,16,30,92,3,10,1.971,2,0.835,2.115,50,50,53.33,56.67,3.66,82.99319728,1.36,30.83900227,4,12,0,25,0,2,75,66.66666667,100,100,33.33333333,58.33333333,66.66666667,33.33333333,100,33.33333333,45.83333333,58.33333333,15,15,6,6,2.02,2.3025,25,50,63.33,70,2.72,61.67134528,3.24,73.46145541,13,15,25,29.588,2,10,41.66666667,0,66.66666667,33.33333333,66.66666667,22.22222222,0,50,33.33333333,0,79.16666667,83.33333333
"6",141,1,3,"2","6","3.5","2","3","1","0",49,"49","51","52","53","54","60","60","61","63","63",1,"66.66666667",NA,"100","100","0.77","0.19","0.45","0.05","66",36,13,9,10,103,58,5,9,21,88,47,20,35,94,10,14,4,6,2.3525,1.79,50,37.5,73.33,96.67,2.83,0.64165407,2.49,0.564564889,14,14,8.333333333,16.66666667,2,1,41.66666667,100,33.33333333,0,33.33333333,66.66666667,33.33333333,100,100,33.33333333,75,79.16666667,20,20,6,6,3.2,3.535,37.5,75,83.33,90,3.66,82.99319728,2.16,48.97959184,19,30,58.33333333,41.66666667,9,7,58.33333333,100,100,33.33333333,0,100,100,100,100,100,87.5,83.33333333
"7",145,1,2,"2","5","5","5","2","0","0",42,"42","45","47","48","49",NA,NA,NA,NA,NA,2,NA,NA,NA,NA,"0.55","0.61097",NA,NA,NA,43,13,11,14,117,87,0,7,23,89,45.043,12.085,8.88,82.898,12,12,2,3,2.365,1.755,75,100,80,73.33,3.61,81.85941043,1.17,26.53061225,3,8,25,16.66666667,0,1,75,100,100,100,0,75,100,66.66666667,33.33333333,100,70.83333333,62.5,11.969,16.366,4.795,5.367,2.286,2.364,83.081,56.418,64.493,89.936,2.9,69.857,2.979,67.559,5.378,22.909,32.05,28.443,3.017,5.242,55.667,64.985,58.721,56.681,43.237,50.628,61.637,42.761,25.917,72.921,66.012,91.976
"8",146,0,3,"2","3","3.5","3.5","2","1","0",44,NA,"45","46","46","49","54","54","56","58","58",1,NA,NA,"16.66666667","50",NA,"3.14","1.85",NA,"60",15,8,6,5,76,5,1,5,13,83,17,14,30,92,10,4,0,1,2.03,1.125,20,25,56.4,56.67,2.332,4.67,1.25,0.283416109,1.483,3,11.667,25,1.514,1,68.608,97.966,99.46,55.539,15.971,66.66666667,100,0,100,66.66666667,54.322,37.5,14,14,2,6,1.9825,1.7325,62.5,50,63.33,50,2.49,56.46258503,1.61,36.50793651,14,14,0,0,7,12,58.33333333,66.66666667,66.66666667,100,0,33.33333333,0,0,33.33333333,100,50,62.5
"9",147,0,2,NA,NA,NA,NA,NA,NA,NA,46,"47","51","51","52","53","58","59","60","61","63",0,"66.66666667","50","100","83.33333333","0.58",NA,"1.57",NA,"65",46,8,4,6,74,4,14,8,21,88,47,24,63,105,10,14,4,6,1.79,2.8875,100,37.5,80,46.67,2.13,48.29931973,2.41,54.64852608,2,15,8.333333333,25,4,9,58.33333333,100,33.33333333,66.66666667,33.33333333,50,66.66666667,66.66666667,33.33333333,33.33333333,91.66666667,37.5,18,20,6,6,2.35,2.0525,25,50,56.67,43.33,2.91,65.97927014,2.8,63.48520838,26,39,28.57142857,41.66666667,13,14,75,100,100,66.66666667,33.33333333,66.66666667,66.66666667,66.66666667,66.66666667,66.66666667,75,50
"10",158,0,2,"2","3","3.5","3.5","1","0","0",52,"52","56","58","58","58","65","65","65","68","70",1,"100","100","83.33333333","100","0.44","0.03","0.03","0.2","70",15,12,13,10,112,79,22,23,79,112,70,32,68,107,10,16,6,6,3.2,2.95,50,87.5,83.33,93.33,2.72,61.67800454,3.05,69.16099773,10,16,33.33333333,58.33333333,12,12,58.33333333,66.66666667,33.33333333,33.33333333,100,40,33.33333333,0,0,100,83.33333333,87.5,20,20,6,6,3.2,3.2,62.5,100,100,96.67,1.69,38.31785791,3.61,81.85057223,100,42,66.66666667,75,14,12,66.66666667,100,66.66666667,0,100,75,66.66666667,66.66666667,66.66666667,100,83.33333333,87.5
"11",160,1,1,NA,"6","3","3","2","0","0",49,"51","52","54","54","55","61","63","65","67","67",1,NA,"33.33333333","100","100","0.78",NA,"0.25","0.21","68",15,10,4,5,75,5,20,11,32,93,56,26,58,103,5,13,1,6,1.4675,2.04,62.5,100,70.83,45.832,1.25,28.3446712,2.83,64.16540704,5,12,16.66666667,16.66666667,1,6,75,100,100,100,0,75,100,100,100,0,45.83333333,70.83333333,20,20,6,6,2.3525,3.2,100,87.5,93.33,96.67,2.88,65.30612245,3.55,80.49886621,39,69,66.66666667,58.33333333,13,15,75,100,100,100,0,91.66666667,100,100,66.66666667,100,85.71428571,92.85714286
"12",169,1,3,"2","5","3","3.5","3","0","0",48,"48","51","51","52","54","59","60","61","63","63",1,NA,"66.66666667","66.66666667","50","0.84","2.1","0.21","0.03","66",15,9,9,7,87,19,11,15,58,103,45,19,30,92,2,4,4,4,1.795,3.2,50,62.5,66.67,60,2.99,0.677931332,0.67,0.151911034,1,6,0,41.66666667,2,4,58.33333333,66.66666667,33.33333333,66.66666667,66.66666667,66.66666667,66.66666667,66.66666667,100,33.33333333,37.5,79.16666667,7,10,6,6,3.2,2.8875,50,62.5,96.67,100,3.66,82.99319728,3.58,81.17913832,11,10,50,41.66666667,8,7,41.66666667,66.66666667,100,0,0,41.66666667,33.33333333,66.66666667,0,66.66666667,87.5,95.83333333
"13",170,1,3,"2","6","3.5","4",NA,"0","0",43,"43","45","46","47","49","55","55","56","58","59",2,"33.33333333","66.66666667","66.66666667","66.66666667",NA,"45905312.61","0.55","0.33","61",45,9,11,8,94,34,13,10,45,98,43,10,16,85,10,3,2,2,1.8525,2.0175,87.5,62.5,46.67,53.33,2.75,0.623515439,4.41,0.999892032,1,13,8.333333333,25,6,10,75,100,100,100,0,66.66666667,66.66666667,66.66666667,66.66666667,66.66666667,50,45.83333333,13,15,6,6,2.04,2.915,50,87.5,80,90,1.97,44.67120181,1.42,32.19954649,13,15,58.33333333,50,13,11,75,100,100,100,0,75,100,100,100,0,83.33333333,66.66666667
"14",173,1,1,"2","5","3","3","1","1","0",47,"48","49","51","52","53","58","59","63","64","65",1,NA,"50","83.33333333","100","0.5","1.46","0.45","0.45","66",31,6,4,12,81,10,17,4,50,100,16,19,30,92,3,4,3,4,3.285,2.005,87.5,75,79.17,58.332,1.17,26.53061225,3.131,60.521,3,4,16.66666667,33.33333333,1,1,72.72727273,100,100,100,0,66.66666667,66.66666667,100,33.33333333,66.66666667,58.33333333,70.83333333,11,12,6,6,1.99,2.915,50,62.5,83.33,83.33,2,45.35147392,3.66,82.99319728,15,12,58.33333333,25,10,11,41.66666667,66.66666667,66.66666667,0,33.33333333,50,66.66666667,66.66666667,0,66.66666667,78.57142857,89.28571429
"15",174,1,3,NA,NA,NA,NA,NA,NA,NA,46,"47","48","48","49","51","58","58","59","61","61",0,"50","16.66666667","100","100",NA,"2.16","0.54","0.04","63",16,9,6,6,80,9,26,10,37,95,42,22,55,102,20,20,6,6,2.0525,2.625,50,75,50,63.33,2.83,0.64165407,3.05,0.691535306,1,31,33.33333333,50,9,13,58.33333333,100,100,33.33333333,0,33.33333333,66.66666667,0,33.33333333,33.33333333,79.16666667,41.66666667,14,20,6,6,2.0175,2.2675,87.5,62.5,80,96.67,3.66,82.99319728,2.86,64.85260771,14,75,33.33333333,75,13,14,75,100,100,66.66666667,33.33333333,50,66.66666667,66.66666667,33.33333333,33.33333333,58.33333333,79.16666667
"16",187,1,2,"2","5","4","3.5","2","0","0",50,"51","54","55","56","57","62","64","64","65","66",2,"50",NA,"33.33333333","100","2.21","1.09","0.5","1.23","68",31,12,10,10,103,58,7,4,3,72,31,8,3,71,1,10,1.922,4,2.1025,2.08,75,87.5,63.33,66.67,0.86,19.50113379,1.92,43.53741497,5.211,6,0,45.821,2,6.745,50,100,66.66666667,33.33333333,0,41.651,8.767,27.816,27.952,100,58.33333333,70.83333333,20,19,3,6,2.04,3.2,100,87.5,80,66.67,3.66,82.98423667,2.08,47.16044051,16,15,8.333333333,16.66666667,9,9,66.66666667,66.66666667,33.33333333,66.66666667,100,66.66666667,66.66666667,100,66.66666667,33.33333333,79.16666667,66.66666667
"17",188,1,3,"2","2","4","5","3","0","0",48,"48","50","50","51","53","59","59","60","62","62",2,"66.66666667","100","100","100","0.86","0.59","0.21","0.19","66",45,10,10,13,105,63,26,22,91,120,62,33,81,113,20,20,6,6,3.2,2.5525,75,50,73.33,80,1.97,0.446663788,2.8,0.634852084,11,100,41.66666667,83.33333333,11,15,75,100,100,100,0,75,100,66.66666667,100,33.33333333,75,75,20,20,6,6,3.2225,2.8875,62.5,50,93.33,93.33,2.83,64.1723356,2.86,64.85260771,49,39,66.66666667,50,13,15,75,100,100,100,0,83.33333333,100,100,33.33333333,100,91.66666667,91.66666667
"18",190,1,2,"2","5","3.5","3.5","1","1","0",45,"45","49","49","50","51","56","57","57","59","60",1,NA,NA,NA,NA,NA,"1.24",NA,NA,"63",15,12,5,7,85,16,6,0,1,68,45,11,12,82,2,12,3,1,1.755,2.115,62.5,71.42857143,40,66.67,2.28,51.70068027,1.97,44.67120181,3,3,0,8.333333333,0,0,33.33333333,0,66.66666667,33.33333333,33.33333333,75,0,100,100,66.66666667,20.83333333,50,11,14,2,6,2.92,2.125,87.5,100,46.67,43.33,2.13,48.29410495,1.17,26.52774779,0,22.687,33.33333333,8.333333333,2,1,66.66666667,66.66666667,100,100,0,58.33333333,0,66.66666667,100,66.66666667,45.83333333,58.33333333
"19",191,1,2,"2","3","3.5","3","2","0","0",49,"50","53","54","55","55","61","62","63","64","65",1,"50","50","100","100",NA,"1.94","0.34","0.21","68",35,10,7,11,94,34,4,15,58,103,45,15,16,85,10,10,3,3,1.84,2.4375,62.5,100,50,63.33,2.83,64.1723356,2.78,63.03854875,13,9,16.66666667,0,2,5,66.66666667,66.66666667,100,33.33333333,66.66666667,33.33333333,33.33333333,66.66666667,33.33333333,0,70.83333333,70.83333333,14,14,6,6,2.92,2.5525,37.5,87.5,90,96.67,2.05,46.48024185,4.41,99.9892032,14,14,0,16.66666667,7,10,83.33333333,100,100,100,33.33333333,75,100,66.66666667,100,33.33333333,79.16666667,79.16666667
"20",193,0,3,NA,NA,NA,NA,NA,NA,NA,46,"46","49","49","49","52",NA,NA,NA,NA,NA,0,"50",NA,NA,NA,NA,"3.57",NA,NA,NA,15,14,6,9,97,42,8,7,16,85,34.448,17.142,36.857,94.339,10,10,6,2,2.5,1.6475,50,50,43.33,56.67,3.11,0.705139279,0.86,0.194990283,2,11,16.66666667,8.333333333,3,1,58.33333333,33.33333333,100,66.66666667,33.33333333,58.33333333,66.66666667,66.66666667,66.66666667,33.33333333,50,79.16666667,9.868,18.465,4.241,4.815,3.157,2.478,80.461,75.233,77.91,76.795,1.25,29.525,2.699,61.191,20.751,41.129,68.859,31.857,8.082,8.684,66.839,78.158,48.724,96.027,44.226,68.823,70.188,63.063,82.761,63.688,84.745,85.34
"21",197,1,3,"2","5","4","5","1","1","0",42,"43","45","45","46","48","53","54","55","57","57",2,"33.33333333","50","100","100",NA,"2.32","0.01","0.02","60",15,5,13,6,86,18,6,17,87,117,55,35,95,125,10,13,2,2,1.549,2.665,50,50,50,60,1.92,0.435327143,1.92,0.435327143,12,15,0,16.66666667,3,5,66.66666667,100,66.66666667,66.66666667,33.33333333,75,100,66.66666667,100,33.33333333,41.66666667,91.66666667,20,20,6,6,2.5525,3.535,37.5,50,100,100,2.78,63.03854875,3.58,81.17913832,29,100,66.66666667,75,12,14,75,100,100,100,0,100,100,100,100,100,87.5,100
"22",198,0,2,"2","5","3.5","3.5","4","0","0",47,"48","50","53","54",NA,NA,NA,NA,NA,NA,1,"33.33333333","16.66666667",NA,NA,"0.04","1.63",NA,NA,NA,35,13,12,8,105,63,25,18.217,74.436,108.394,38.955,36.917,82.168,121.434,10,10,3,3,1.9825,1.7325,37.5,62.5,90,60,3.74,84.80725624,3.24,73.46938776,13,13,33.33333333,25,7,6,72.72727273,100,100,100,0,75,66.66666667,100,100,33.33333333,83.33333333,87.5,11.061,14.411,4.906,5.85,2.677,3.217,98.447,83.11,72.901,76.871,2.861,64.477,3.321,75.294,10.706,35.889,58.791,14.998,8.902,12.51,58.542,88.879,85.795,2.579,56.821,71.379,97.189,71.808,46.016,73.128,84.625,73.693
"23",204,0,3,"2","5","3.5","4","1","1","0",49,"49","51","52","53","54","60","61","62",NA,NA,2,NA,NA,"83.33333333",NA,"2.15","0.34",NA,NA,NA,42,9,11,7,92,30,3,2,2,70,43,22.107,41.141,101.191,4,4,3,3,2.03,2.2675,50,37.5,60,90,3.55,0.804901749,2.86,0.648456057,4,1,33.33333333,33.33333333,0,1,50,100,66.66666667,0,33.33333333,33.33333333,33.33333333,33.33333333,33.33333333,33.33333333,37.5,79.16666667,9,16.736,4,5.349,2.5525,2.613,50,57.555,33.33,51.503,3.74,84.80725624,3.37,76.429,5,7.7,66.66666667,41.496,4,7.373,58.33333333,100,100,33.33333333,0,70.538,91.392,61.424,36.524,92.174,79.16666667,85.884
"24",211,1,2,NA,NA,NA,NA,NA,NA,NA,47,"48","52","53","54","54",NA,NA,NA,NA,NA,0,NA,"16.66666667",NA,NA,NA,"0.03",NA,NA,NA,25,12,14,8,109,73,5,9,21,88,64.627,16.442,33.374,90.454,0,15,1,5,1.9825,2.6025,62.5,50,46.67,100,1.33,30.15873016,2.8,63.49206349,2,15,25,16.66666667,0,3,58.33333333,66.66666667,100,66.66666667,0,75,100,100,100,0,62.5,83.33333333,9.066,12.672,3.964,5.561,2.896,2.497,58.276,72.623,65.505,62.238,2.742,63.768,3.11,70.534,11.692,50.343,29.853,27.693,8.265,9.105,57.303,69.961,50.986,52.566,57.844,70.596,78.431,83.038,31.727,91.108,78.232,83.492
"25",223,0,1,"2","2","5","5","4","0","0",48,"49","50","52","53","54","60","62","63","65","66",2,"33.33333333","66.66666667","100","100","0.23","0.35",NA,"0.04","66",42,12,19,8,121,92,23,23,87,117,69,47,99,134,10,14,6,6,2.0525,3.285,82.43,87.5,91.67,87.5,4.41,100,1.562,44.521,10,20,58.33333333,50,6,14,75,100,100,100,0,75,100,100,100,0,83.33333333,83.33333333,20,20,6,6,3.535,3.535,87.5,100,97.671,96.67,4.41,100,3.55,80.49886621,30,99,75,83.33333333,15,15,75,100,100,100,0,75,100,100,0,100,89.28571429,100
"26",228,1,1,"3","3",NA,NA,NA,"1","0",49,"50","51","53","54","55",NA,NA,NA,NA,NA,0,NA,NA,NA,NA,"3","0.6",NA,NA,NA,42,8,7,8,83,13,3,4,5,75,34.616,13.901,14.821,84.014,11,9,1,4,1.5175,2.1025,50,87.5,58.33,68.507,2.41,54.64852608,2.16,48.97430361,6,8,8.333333333,16.66666667,1,2,66.66666667,66.66666667,100,100,0,75,100,100,100,0,54.16666667,87.5,15.446,12.557,2.849,4.615,2.634,2.365,53.938,64.123,82.358,72.202,1.865,45.16,1.977,44.823,19.022,44.273,46.641,26.654,9.283,6.887,75.333,71.25,80.653,84.776,65.416,63.267,86.551,61.902,21.107,87.64,98.304,91.402
"27",239,1,3,"2","5","4","5","2","0","0",47,NA,"51","51","51","53","58","58","60","62","62",2,NA,"66.66666667","66.66666667","100",NA,NA,"0.6","0.05","64",15,8,9,3,78,7,15,12,50,100,15,23,61,104,11,10,2,5,2.205,1.955,21.919,50,48.076,36.67,2.345,9.607,2.86,0.648456057,3.042,4,4.485,33.33333333,0.933,3,46.654,42.642,99.085,22.31,19.894,75,100,66.66666667,100,33.33333333,44.702,41.66666667,12,20,6,6,2.24,2.8875,62.5,62.5,76.67,96.67,2.38,53.96825397,2.99,67.80045352,12,30,41.66666667,58.33333333,14,14,75,100,100,100,0,75,100,100,100,0,79.16666667,91.66666667
"28",240,1,3,"2","2","5","5","4","0","0",48,"49","51","52","52","54","60","61","62","64","64",2,"66.66666667","100","100","100","0.4",NA,"0.28","0.03","67",45,6,5,7,74,4,26,17,68,107,51,35,84,115,13,13,6,6,1.42,3.2,50,50,86.67,16.67,2.91,0.659792701,1.92,0.435327143,13,13,41.66666667,50,7,10,75,100,100,100,0,75,100,66.66666667,100,33.33333333,58.33333333,87.5,16,20,6,6,2.665,2.915,37.5,87.5,93.33,100,2.94,66.66666667,3.16,71.6553288,19,29,41.66666667,50,12,13,75,100,100,66.66666667,33.33333333,66.66666667,100,100,0,66.66666667,87.5,83.33333333
"29",242,0,3,"2","5","3.5","5","4","0","0",50,"51","53","54","55","56","62","63","63","65","65",2,"83.33333333","66.66666667","100","100","0.39","0.25","0.38","0.2","68",45,11,11,11,105,63,23,16,63,105,44,24,50,100,13,10,5,6,2.3175,1.67,25,62.5,86.67,93.33,3.74,0.847980998,3.61,0.818505722,13,15,16.66666667,50,6,9,50,33.33333333,33.33333333,100,33.33333333,58.33333333,66.66666667,33.33333333,66.66666667,66.66666667,58.33333333,95.83333333,15,14,6,6,2.58,2.915,87.5,87.5,86.67,96.67,3.66,82.99319728,2.78,63.03854875,15,14,58.33333333,75,13,13,75,100,100,0,100,75,100,100,0,100,87.5,83.33333333
"30",243,0,3,NA,NA,NA,NA,NA,NA,NA,49,"49","51","53","53",NA,NA,NA,NA,NA,NA,0,"33.33333333","100",NA,NA,"1.21","0.39",NA,NA,NA,45,13,10,11,109,73,13,15.28,65.092,105.627,45.59,26.219,65.257,101.863,13,12,6,6,2.29,2.665,75,87.5,68.42,86.67,0.83,0.188188296,3.61,0.818505722,12,14,58.33333333,66.66666667,7,7,41.66666667,33.33333333,66.66666667,66.66666667,0,50,33.33333333,33.33333333,66.66666667,66.66666667,62.5,62.5,10.768,14.511,2.383,4.999,2.634,2.231,81.093,92.192,87.416,55.606,1.682,34.113,2.824,64.026,30.455,24.971,29.62,16.77,7.367,9.067,56.376,69.412,44.055,10.385,99.069,43.128,42.556,33.983,57.496,44.591,64.569,63.891
"31",255,1,3,NA,"3","3.5","3.5","3","0","0",49,"49","52","53","53","55","60","61","62","64","64",1,"16.66666667","50","100","100","0.53","0.45","0.33","0.03","67",45,9,5,7,80,9,24,11,32,93,27,19,30,92,12,10,0,4,1.7675,2.6025,75,87.5,80,83.33,3.66,0.829842367,2.38,0.539624271,5,18,8.333333333,16.66666667,2,4,75,100,100,100,0,58.33333333,66.66666667,66.66666667,66.66666667,33.33333333,58.33333333,79.16666667,18,18,6,6,2.5525,3.2,50,50,90,100,4.41,100,4.41,100,10,25,33.33333333,58.33333333,9,10,58.33333333,66.66666667,66.66666667,33.33333333,66.66666667,66.66666667,100,100,0,66.66666667,87.5,87.5
"32",256,0,3,"2","5","5","5","4","0","0",47,"48","50","52","53","53",NA,NA,NA,NA,NA,2,"66.66666667","100",NA,NA,"0.48","1.14",NA,NA,NA,42,13,11,14,119,90,25,11,42,97,40.098,26.636,67.481,106.723,13,13,6,5,1.7325,2.6375,62.5,75,83.33,66.67,2.86,0.648456057,3.24,0.734614554,10,12,25,41.66666667,8,9,50,66.66666667,66.66666667,0,66.66666667,33.33333333,33.33333333,33.33333333,0,66.66666667,45.83333333,58.33333333,9.618,18.965,4.009,5.377,2.649,2.842,68.409,55.586,98.524,83.751,2.09,44.687,3.335,75.606,29.652,48.563,20.272,63.324,9.787,7.519,55.817,77.292,75.611,33.229,35.658,78.892,55.274,93.437,89.869,78.46,55.831,80.413
"33",259,0,2,"2","5","4","5","3","0","0",47,"48","51","52","53","54",NA,NA,NA,NA,NA,2,"100","100",NA,NA,"0.03","0.02",NA,NA,NA,47,13,9,12,109,73,25,20,82,114,61.059,26.474,45.718,99.43,14,6,6,6,2.665,3.2,87.5,87.5,100,100,3.55,80.49886621,3.91,88.66213152,28,23.409,41.66666667,50,13,15,33.33333333,33.33333333,33.33333333,0,66.66666667,58.33333333,100,100,33.33333333,0,100,95.83333333,17.803,17.709,3.429,4.527,2.899,2.052,77.897,66.463,85.02,62.979,3.642,86.443,4.12,93.431,44.114,64.293,54.408,31.741,8.52,8.094,72.914,87.169,76.969,53.451,72.634,75.859,71.234,74.253,62.241,94.077,79.049,60.948
"34",261,0,1,"2","2","5","5","1","1","0",38,"40","41","42","43","44","50","51","54","55","56",2,"16.66666667","16.66666667","100","100",NA,"0.34","0","0.02","57",15,10,16,13,118,88,26,15,58,103,55,30,95,124,12,20,6,6,2.0175,2.6875,75,75,50,87.5,2.05,46.48526077,2.49,56.45648888,15,20,33.33333333,25,15,14,75,100,100,100,0,100,100,100,100,100,55.314,83.33333333,20,20,6,6,2.4025,3.2,87.5,100,100,100,2.86,64.85260771,1.25,28.3446712,39,39,33.33333333,50,11,12,75,100,100,100,0,75,100,100,100,0,75,85.71428571
"35",263,1,3,NA,NA,NA,NA,NA,NA,NA,48,"49","51","52","53","54","60","60","62","63","65",0,"66.66666667","83.33333333","66.66666667","83.33333333","3.08","2.87",NA,"0.74","66",12,9,9,6,85,16,26,8,16,85,16,19,30,92,13,14,1,2,1.9825,2.29,62.5,62.5,60,56.67,1.63,0.369574606,3.55,0.804901749,5,12,0,8.333333333,9,13,41.66666667,33.33333333,33.33333333,0,100,50,33.33333333,66.66666667,33.33333333,66.66666667,54.16666667,87.5,13,13,6,6,2.865,2.6875,62.5,62.5,50,73.33,2.83,64.1723356,2.8,63.49206349,11,13,25,33.33333333,13,11,75,100,100,66.66666667,33.33333333,75,100,66.66666667,66.66666667,66.66666667,58.33333333,50
"36",276,1,3,NA,NA,NA,NA,NA,NA,NA,48,"49","51",NA,NA,NA,"60","60","61","63","63",0,NA,NA,NA,"50","1.56",NA,"0.32","1.04","66",15,8,4,6,74,4,7.436,6.361,25.502,84.895,25,9,3,73,1,1.027,2,2.68,2.3175,1.683,50,43.259,56.67,98.684,2.99,0.677931332,4.164,20.631,3,15.221,0.975,72.022,2,0.564,46.75,100,0,18.628,65.053,45.958,38.611,53.88,4.507,79.52,88.205,86.418,4,10,3,3,2.0525,2.6375,100,100,90,66.67,1.69,38.32199547,3.05,69.16099773,4,8,25,16.66666667,1,2,75,100,100,100,0,75,100,100,100,0,70.83333333,58.33333333
"37",283,1,2,NA,"5",NA,NA,NA,NA,NA,47,"48","52","53","53","54","60","60","61","63","63",0,"50","66.66666667","100","100","1.05","0.03","0.28","0.04","66",18,13,8,9,99,47,24,17,68,107,54,31,75,110,13,14,6,6,1.7675,2.865,25,75,70,100,3.58,81.17913832,2.08,47.16553288,10,14,25,50,12,12,75,100,100,100,0,66.66666667,100,100,33.33333333,33.33333333,41.66666667,66.66666667,20,20,6,6,2.87,3.535,50,62.5,93.33,93.33,2.94,66.6594688,4.41,99.9892032,25,39,75,25,15,14,58.33333333,100,100,0,33.33333333,75,66.66666667,66.66666667,66.66666667,100,79.16666667,95.83333333
